game_id,title,primary_type,exposure_band,share_band,n_band,mean_adj_band,mean_p_band,adj_diff_vs_global
12,Ra,Other,ALL,1.0,27540,8.040775564758325,0.6599010876702046,0.0
13,CATAN,Economic,0-4,0.2892195995058948,34418,,,
13,CATAN,Economic,5-19,0.404796517734847,48171,,,
13,CATAN,Economic,ge20,0.3059838827592582,36413,,,
47,Chinatown,Economic,0-4,0.0521686643097352,604,,,
47,Chinatown,Economic,5-19,0.2287660601879796,2652,,,
47,Chinatown,Economic,ge20,0.719065275502285,8339,,,
1,Die Macher,Economic,0-4,0.020387007601935,117,,,
1,Die Macher,Economic,5-19,0.1385625431928127,801,,,
1,Die Macher,Economic,ge20,0.8410504492052523,4868,,,
2,Dragonmaster,Other,ALL,1.0,589,6.878955030954789,0.6926991716877502,0.0
3,Samurai,Other,ALL,1.0,16336,7.824501675976537,0.6805410204020623,0.0
4,Tal der Könige,Other,ALL,1.0,356,7.036958594810162,0.8471538497330267,0.0
5,Acquire,Economic,0-4,0.0761550509005481,1555,,,
5,Acquire,Economic,5-19,0.292873923257635,5983,,,
5,Acquire,Economic,ge20,0.6309710258418167,12892,,,
7,Cathedral,Other,ALL,1.0,3582,6.726738055398506,0.6461041761693748,0.0
8,Lords of Creation,Other,ALL,1.0,210,6.390646764586606,0.7784223528354506,0.0
9,El Caballero,Other,ALL,1.0,1453,6.885714376279768,0.8232232926172646,0.0
10,Elfenland,Other,ALL,1.0,8988,6.997701291538556,0.6775658026591737,0.0
11,Bohnanza,Other,ALL,1.0,47031,7.29418289074409,0.5280260053136622,0.0
74,Apples to Apples,Party,0-4,0.2240765346797767,4215,,,
74,Apples to Apples,Party,5-19,0.4389051288865267,8258,,,
74,Apples to Apples,Party,ge20,0.3370183364336965,6341,,,
14,Basari,Other,ALL,1.0,1722,7.18832344122302,0.7234242683308598,0.0
15,Cosmic Encounter,Other,ALL,1.0,3860,7.206148876049696,0.6957130058661278,0.0
16,MarraCash,Economic,0-4,0.0085543199315654,9,,,
16,MarraCash,Economic,5-19,0.06928999144568,80,,,
16,MarraCash,Economic,ge20,0.9221556886227544,1078,,,
17,Button Men,Other,ALL,1.0,810,6.551266462135327,0.6347778294436709,0.0
18,RoboRally,Other,ALL,1.0,23442,7.319738283138892,0.63932181245919,0.0
19,Wacky Wacky West,Other,ALL,1.0,1966,6.6467051848292185,0.7247310819762054,0.0
20,Full Metal Planète,Other,ALL,1.0,739,7.716994678043291,0.7652929592394608,0.0
22,Magic Realm,Other,ALL,1.0,2043,7.545390548031938,0.8343799357262734,0.0
23,Divine Right,Wargame,0-4,0.0489864864864864,28,,,
23,Divine Right,Wargame,5-19,0.2719594594594595,161,,,
23,Divine Right,Wargame,ge20,0.6790540540540541,402,,,
24,Twilight Imperium,Wargame,0-4,0.1031976744186046,70,,,
24,Twilight Imperium,Wargame,5-19,0.2950581395348837,202,,,
24,Twilight Imperium,Wargame,ge20,0.6017441860465116,414,,,
25,Battlemist,Wargame,0-4,0.0727848101265822,22,,,
25,Battlemist,Wargame,5-19,0.2816455696202531,88,,,
25,Battlemist,Wargame,ge20,0.6455696202531646,204,,,
26,Age of Renaissance,Economic,0-4,0.0761727821644217,163,,,
26,Age of Renaissance,Economic,5-19,0.2438457965629354,524,,,
26,Age of Renaissance,Economic,ge20,0.6799814212726428,1464,,,
27,Supremacy: The Game of the Superpowers,Wargame,0-4,0.1073318216175359,142,,,
27,Supremacy: The Game of the Superpowers,Wargame,5-19,0.3340891912320484,442,,,
27,Supremacy: The Game of the Superpowers,Wargame,ge20,0.5585789871504158,739,,,
28,Illuminati,Other,ALL,1.0,5017,6.648420458754305,0.6538538065802415,0.0
30,Dark Tower,Other,ALL,1.0,1292,6.879209334103786,0.5923976002645167,0.0
31,Dark World,Other,ALL,1.0,813,5.397209294442059,0.5692914900562958,0.0
32,Buffalo Chess,Other,ALL,1.0,392,6.330818456572922,0.7274917185250874,0.0
34,Arkham Horror,Coop,0-4,0.2144177449168207,116,,,
34,Arkham Horror,Coop,5-19,0.3419593345656192,185,,,
34,Arkham Horror,Coop,ge20,0.4436229205175601,240,,,
36,Federation & Empire,Wargame,0-4,0.0245700245700245,9,,,
36,Federation & Empire,Wargame,5-19,0.1842751842751842,74,,,
36,Federation & Empire,Wargame,ge20,0.7911547911547911,322,,,
37,Dragon Masters,Wargame,0-4,0.1041666666666666,14,,,
37,Dragon Masters,Wargame,5-19,0.2013888888888889,29,,,
37,Dragon Masters,Wargame,ge20,0.6944444444444444,100,,,
38,Runes,Other,ALL,1.0,103,6.503498968933112,0.8131486734885393,0.0
39,Darkover,Other,ALL,1.0,111,5.791970537708549,0.7874257326398613,0.0
40,Borderlands,Other,ALL,1.0,271,7.037128078668681,0.7915779588310641,0.0
41,Can't Stop,Other,ALL,1.0,19425,7.287707384886672,0.6212771899602806,0.0
42,Tigris & Euphrates,Other,ALL,1.0,28453,8.044373068454899,0.7428600507537193,0.0
43,Airlines,Economic,0-4,0.0132275132275132,4,,,
43,Airlines,Economic,5-19,0.1164021164021164,44,,,
43,Airlines,Economic,ge20,0.8703703703703703,329,,,
44,David & Goliath,Other,ALL,1.0,1739,6.911081107252188,0.7416989505575475,0.0
46,Medici,Other,ALL,1.0,8446,7.638993387689081,0.7307355061984154,0.0
116,Guillotine,Other,ALL,1.0,21167,6.729432136111635,0.5101844562335737,0.0
48,Krieg und Frieden,Other,ALL,1.0,740,6.444897851974664,0.7851108806934515,0.0
49,Mamma Mia!,Other,ALL,1.0,6293,6.790614168179141,0.6238884214915589,0.0
50,Lost Cities,Other,ALL,1.0,46869,7.460421393892762,0.5152476565558991,0.0
51,Ricochet Robots,Other,ALL,1.0,9147,7.382373150504953,0.6939831190490782,0.0
52,Mighty Empires,Wargame,0-4,0.076171875,39,,,
52,Mighty Empires,Wargame,5-19,0.3046875,156,,,
52,Mighty Empires,Wargame,ge20,0.619140625,317,,,
54,Tikal,Other,ALL,1.0,20389,7.620805155833637,0.7032454108457625,0.0
57,Schoko & Co.,Economic,0-4,0.0184331797235023,7,,,
57,Schoko & Co.,Economic,5-19,0.140552995391705,60,,,
57,Schoko & Co.,Economic,ge20,0.8410138248847926,365,,,
58,Kings & Things,Wargame,0-4,0.1394230769230769,231,,,
58,Kings & Things,Wargame,5-19,0.2956730769230769,492,,,
58,Kings & Things,Wargame,ge20,0.5649038461538461,940,,,
59,Giganten,Economic,0-4,0.0166320166320166,23,,,
59,Giganten,Economic,5-19,0.1136521136521136,163,,,
59,Giganten,Economic,ge20,0.8697158697158697,1255,,,
60,Vinci,Other,ALL,1.0,4030,7.528127562300138,0.750172709891097,0.0
61,Fossil,Other,ALL,1.0,682,5.764889621224312,0.7140552347855189,0.0
62,Curse of the Mummy's Tomb,Other,ALL,1.0,345,5.497660460594206,0.6198885991409976,0.0
63,Samurai: Game of Politics and Warfare in Feudal Japan,Wargame,0-4,0.0663615560640732,28,,,
63,Samurai: Game of Politics and Warfare in Feudal Japan,Wargame,5-19,0.1853546910755149,81,,,
63,Samurai: Game of Politics and Warfare in Feudal Japan,Wargame,ge20,0.7482837528604119,327,,,
64,Joan of Arc,Wargame,0-4,0.0822510822510822,37,,,
64,Joan of Arc,Wargame,5-19,0.2034632034632034,93,,,
64,Joan of Arc,Wargame,ge20,0.7142857142857143,330,,,
66,Löwenherz,Other,ALL,1.0,2649,7.505292616135361,0.780619136110628,0.0
67,Conquest,Wargame,0-4,0.082010582010582,31,,,
67,Conquest,Wargame,5-19,0.201058201058201,75,,,
67,Conquest,Wargame,ge20,0.716931216931217,271,,,
68,Successors: The Battles for Alexander's Empire (First/Second Edition),Wargame,0-4,0.0139442231075697,6,,,
68,Successors: The Battles for Alexander's Empire (First/Second Edition),Wargame,5-19,0.1235059760956175,61,,,
68,Successors: The Battles for Alexander's Empire (First/Second Edition),Wargame,ge20,0.8625498007968128,433,,,
70,Big City,Other,ALL,1.0,2445,7.278225050294675,0.7460226896770731,0.0
71,Civilization,Economic,0-4,0.1161360841645033,849,,,
71,Civilization,Economic,5-19,0.2906134717857631,2127,,,
71,Civilization,Economic,ge20,0.5932504440497336,4342,,,
72,Verräter,Other,ALL,1.0,2006,7.102298902851115,0.7824037190656816,0.0
73,Show Manager,Other,ALL,1.0,1813,7.453210643723753,0.7787944749210253,0.0
170,Family Business,Other,ALL,1.0,4205,6.298903339546051,0.5946893055463628,0.0
172,For Sale,Economic,0-4,0.0710771255758563,2267,,,
172,For Sale,Economic,5-19,0.298160393619355,9513,,,
172,For Sale,Economic,ge20,0.6307624808047886,20127,,,
76,Air Baron,Economic,0-4,0.0486202365308804,36,,,
76,Air Baron,Economic,5-19,0.2049934296977661,156,,,
76,Air Baron,Economic,ge20,0.7463863337713534,568,,,
77,"EastFront: The War in Russia, 1941-45",Wargame,0-4,0.0179910044977511,11,,,
77,"EastFront: The War in Russia, 1941-45",Wargame,5-19,0.1439280359820089,95,,,
77,"EastFront: The War in Russia, 1941-45",Wargame,ge20,0.8380809595202399,559,,,
78,"WestFront: The War in Europe, 1943-45",Wargame,0-4,0.0,0,,,
78,"WestFront: The War in Europe, 1943-45",Wargame,5-19,0.1157894736842105,21,,,
78,"WestFront: The War in Europe, 1943-45",Wargame,ge20,0.8842105263157894,168,,,
79,MedFront: War in North Africa 1940-43,Wargame,0-4,0.0,0,,,
79,MedFront: War in North Africa 1940-43,Wargame,5-19,0.1382113821138211,16,,,
79,MedFront: War in North Africa 1940-43,Wargame,ge20,0.8617886178861789,106,,,
82,Bobby Lee: The Civil War in Virginia 1861-1865,Wargame,0-4,0.0080645161290322,2,,,
82,Bobby Lee: The Civil War in Virginia 1861-1865,Wargame,5-19,0.1075268817204301,39,,,
82,Bobby Lee: The Civil War in Virginia 1861-1865,Wargame,ge20,0.8844086021505376,329,,,
83,Sam Grant: The Civil War in the West 1862-1864,Wargame,0-4,0.0068493150684931,0,,,
83,Sam Grant: The Civil War in the West 1862-1864,Wargame,5-19,0.0547945205479452,8,,,
83,Sam Grant: The Civil War in the West 1862-1864,Wargame,ge20,0.9383561643835616,137,,,
84,Rommel in the Desert,Wargame,0-4,0.0120930232558139,12,,,
84,Rommel in the Desert,Wargame,5-19,0.1162790697674418,124,,,
84,Rommel in the Desert,Wargame,ge20,0.8716279069767442,937,,,
85,Quebec 1759,Wargame,0-4,0.0298507462686567,21,,,
85,Quebec 1759,Wargame,5-19,0.1913161465400271,140,,,
85,Quebec 1759,Wargame,ge20,0.7788331071913162,574,,,
87,Victory: World War II,Wargame,0-4,0.026378896882494,10,,,
87,Victory: World War II,Wargame,5-19,0.1606714628297362,67,,,
87,Victory: World War II,Wargame,ge20,0.8129496402877698,339,,,
88,Torres,Other,ALL,1.0,9708,7.427010216706726,0.7534496278491138,0.0
89,Blue vs. Gray,Wargame,0-4,0.0109649122807017,4,,,
89,Blue vs. Gray,Wargame,5-19,0.0855263157894736,38,,,
89,Blue vs. Gray,Wargame,ge20,0.9035087719298246,412,,,
90,Star Wars: Episode 1 – Clash of the Lightsabers,Other,ALL,1.0,612,6.466455765660845,0.6382042785579549,0.0
91,Paths of Glory,Wargame,0-4,0.0364500792393026,183,,,
91,Paths of Glory,Wargame,5-19,0.2515847860538827,1269,,,
91,Paths of Glory,Wargame,ge20,0.7119651347068146,3594,,,
93,El Grande,Other,ALL,1.0,29933,8.126980516418769,0.7080014872724959,0.0
94,Union Pacific,Economic,0-4,0.0289351851851851,124,,,
94,Union Pacific,Economic,5-19,0.1622685185185185,701,,,
94,Union Pacific,Economic,ge20,0.8087962962962963,3494,,,
95,Igel Ärgern,Other,ALL,1.0,1064,6.793621702072156,0.717654399250935,0.0
96,Broadsides & Boarding Parties,Wargame,0-4,0.0979381443298969,57,,,
96,Broadsides & Boarding Parties,Wargame,5-19,0.3298969072164948,191,,,
96,Broadsides & Boarding Parties,Wargame,ge20,0.5721649484536082,333,,,
97,Conquest of the Empire,Wargame,0-4,0.0675808031341821,68,,,
97,Conquest of the Empire,Wargame,5-19,0.3173359451518119,323,,,
97,Conquest of the Empire,Wargame,ge20,0.6150832517140059,628,,,
98,Axis & Allies,Wargame,0-4,0.2418306991176185,2493,,,
98,Axis & Allies,Wargame,5-19,0.40628333171725,4189,,,
98,Axis & Allies,Wargame,ge20,0.3518859691651314,3629,,,
99,Fortress America,Wargame,0-4,0.0698244181298489,170,,,
99,Fortress America,Wargame,5-19,0.3405471621069824,833,,,
99,Fortress America,Wargame,ge20,0.5896284197631686,1444,,,
101,Detroit-Cleveland Grand Prix,Other,ALL,1.0,1132,7.171129757353775,0.7153698141821535,0.0
102,Klunker,Other,ALL,1.0,931,6.686149940618867,0.7583743697406924,0.0
103,Titan,Wargame,0-4,0.1335917312661498,516,,,
103,Titan,Wargame,5-19,0.3043927648578811,1177,,,
103,Titan,Wargame,ge20,0.562015503875969,2175,,,
104,Extrablatt,Other,ALL,1.0,271,7.673941023344246,0.8818087879917313,0.0
105,Colossal Arena,Other,ALL,1.0,7275,7.120545796314228,0.6735696984126476,0.0
106,Mystery Rummy: Jack the Ripper,Other,ALL,1.0,3517,7.203759120431779,0.6587454991091369,0.0
108,TAMSK,Other,ALL,1.0,1408,7.147436589496019,0.7493548223783548,0.0
109,Wettstreit der Baumeister,Other,ALL,1.0,398,6.545089443714568,0.7782098462202441,0.0
110,Auf Achse,Economic,0-4,0.0661157024793388,127,,,
110,Auf Achse,Economic,5-19,0.1947314049586777,377,,,
110,Auf Achse,Economic,ge20,0.7391528925619835,1431,,,
111,Rheinländer,Other,ALL,1.0,1721,7.114619197786652,0.7801871411870319,0.0
112,Condottiere,Other,ALL,1.0,10244,7.234069721193517,0.6455568126936674,0.0
113,"Plotters, Inc.",Other,ALL,1.0,353,7.369978379655524,0.8213846138540947,0.0
115,I'm the Boss!,Economic,0-4,0.0434782608695652,170,,,
115,I'm the Boss!,Economic,5-19,0.1851004322400203,727,,,
115,I'm the Boss!,Economic,ge20,0.7714213068904144,3034,,,
215,Tichu,Other,ALL,1.0,15687,7.957452657786266,0.6866455409319384,0.0
216,Atlanteon,Other,ALL,1.0,750,6.086383752756163,0.7401550775778662,0.0
217,A la carte,Other,ALL,1.0,3296,6.744405506038835,0.6651301053418646,0.0
117,Ta Yü,Other,ALL,1.0,1551,7.306630790621433,0.7298519682735416,0.0
118,Modern Art,Economic,0-4,0.0547713889851056,1264,,,
118,Modern Art,Economic,5-19,0.271388985105646,6268,,,
118,Modern Art,Economic,ge20,0.6738396259092484,15563,,,
119,Cosmolancer,Other,ALL,1.0,4988,7.01821796361754,0.6824044658047095,0.0
120,Hoity Toity,Other,ALL,1.0,5340,6.865483880979141,0.6924154219912588,0.0
121,Dune,Other,ALL,1.0,5709,7.96473030759001,0.7756268678208846,0.0
122,Quo Vadis?,Other,ALL,1.0,2355,6.951669512766518,0.755139592015321,0.0
124,Primordial Soup,Other,ALL,1.0,4706,7.349576500383936,0.7609643808574484,0.0
125,Money!,Other,ALL,1.0,2996,6.980300975827324,0.7194838946082341,0.0
126,The Really Nasty Horse Racing Game,Other,ALL,1.0,844,6.492026677602132,0.5979525226712153,0.0
127,Princess Ryan's Star Marines,Coop,0-4,0.1972477064220183,42,,,
127,Princess Ryan's Star Marines,Coop,5-19,0.3211009174311927,70,,,
127,Princess Ryan's Star Marines,Coop,ge20,0.481651376146789,105,,,
128,Take it Easy!,Other,ALL,1.0,3299,6.960165465467383,0.7045807360841695,0.0
130,Iron Dragon,Other,ALL,1.0,1621,7.323353175914232,0.7228648517702833,0.0
132,Caesar & Cleopatra,Other,ALL,1.0,4600,6.675380238274937,0.6537138869903851,0.0
133,Frischfleisch,Other,ALL,1.0,155,6.621665943162461,0.8383314302226693,0.0
134,Cape Horn,Other,ALL,1.0,564,6.429243200720459,0.7518928462527734,0.0
135,Kontor,Other,ALL,1.0,839,6.318062332641636,0.7796359140383391,0.0
137,Pass the Bomb,Party,0-4,0.1120584652862363,184,,,
137,Pass the Bomb,Party,5-19,0.3459196102314251,568,,,
137,Pass the Bomb,Party,ge20,0.5420219244823387,890,,,
139,Hoax,Other,ALL,1.0,226,6.392307285792012,0.7180837664741083,0.0
141,Andromeda,Other,ALL,1.0,1314,6.765006469185529,0.7568062814235447,0.0
142,Vino,Economic,0-4,0.0172661870503597,11,,,
142,Vino,Economic,5-19,0.0805755395683453,55,,,
142,Vino,Economic,ge20,0.902158273381295,627,,,
144,Elfenwizards,Other,ALL,1.0,109,6.549407057930935,0.8220026341656274,0.0
145,Metropolis,Other,ALL,1.0,383,6.785697873135248,0.80268254587055,0.0
146,Trading Titans,Economic,0-4,0.0299334811529933,26,,,
146,Trading Titans,Economic,5-19,0.1252771618625277,112,,,
146,Trading Titans,Economic,ge20,0.844789356984479,762,,,
147,Crude: The Oil Game,Economic,0-4,0.0158730158730158,17,,,
147,Crude: The Oil Game,Economic,5-19,0.1031746031746031,116,,,
147,Crude: The Oil Game,Economic,ge20,0.8809523809523809,999,,,
148,Die Glücksritter,Other,ALL,1.0,137,6.157299680344324,0.7986113849901898,0.0
150,PitchCar,Party,0-4,0.1507829977628635,1684,,,
150,PitchCar,Party,5-19,0.367427293064877,4106,,,
150,PitchCar,Party,ge20,0.4817897091722595,5384,,,
151,Piratenbillard,Other,ALL,1.0,441,7.077685673791166,0.759930325301444,0.0
152,Mü & More,Other,ALL,1.0,1984,7.662442539200861,0.8001810163592111,0.0
153,Take 5!,Other,ALL,1.0,2516,6.867973811542772,0.607951347047043,0.0
154,Union vs. Central,Economic,0-4,0.0,0,,,
154,Union vs. Central,Economic,5-19,0.0363636363636363,3,,,
154,Union vs. Central,Economic,ge20,0.9636363636363636,106,,,
155,Was sticht?,Other,ALL,1.0,683,7.534872568565166,0.8388740624212767,0.0
156,Wildlife Adventure,Other,ALL,1.0,618,7.166886633458335,0.7516029554431928,0.0
157,Eurorails,Economic,0-4,0.0672969966629588,120,,,
157,Eurorails,Economic,5-19,0.2580645161290322,463,,,
157,Eurorails,Economic,ge20,0.6746384872080089,1213,,,
162,The Awful Green Things From Outer Space,Wargame,0-4,0.1524105754276827,391,,,
162,The Awful Green Things From Outer Space,Wargame,5-19,0.3300933125972006,848,,,
162,The Awful Green Things From Outer Space,Wargame,ge20,0.5174961119751167,1331,,,
163,Balderdash,Party,0-4,0.1342012214721954,834,,,
163,Balderdash,Party,5-19,0.4083895853423336,2540,,,
163,Balderdash,Party,ge20,0.4574091931854709,2846,,,
164,"Before I Kill You, Mister Spy...",Other,ALL,1.0,1225,5.5794832950810855,0.5574516733272624,0.0
165,Black Box,Other,ALL,1.0,893,6.630937022912192,0.7328765562580312,0.0
166,Black Death,Other,ALL,1.0,137,6.1158309562457465,0.6770448956909253,0.0
167,Dicke Kartoffeln,Economic,0-4,0.0122699386503067,1,,,
167,Dicke Kartoffeln,Economic,5-19,0.0797546012269938,12,,,
167,Dicke Kartoffeln,Economic,ge20,0.9079754601226994,148,,,
168,Empire Builder,Economic,0-4,0.0742387957577831,217,,,
168,Empire Builder,Economic,5-19,0.274375641464249,801,,,
168,Empire Builder,Economic,ge20,0.6513855627779679,1904,,,
169,En Garde,Other,ALL,1.0,1718,6.885596606222309,0.6804651098264384,0.0
278,Catan Card Game,Other,ALL,1.0,13833,6.871172075331477,0.6236365541863667,0.0
279,The Very Clever Pipe Game,Other,ALL,1.0,817,6.503544349812496,0.6518100456554691,0.0
280,Neue Spiele im alten Rom,Other,ALL,1.0,237,7.296674804180571,0.8006737968599192,0.0
281,Ostindiska kompaniet,Economic,0-4,0.1524390243902439,25,,,
281,Ostindiska kompaniet,Economic,5-19,0.3536585365853658,57,,,
281,Ostindiska kompaniet,Economic,ge20,0.4939024390243902,80,,,
283,Advanced Third Reich,Wargame,0-4,0.022284122562674,15,,,
283,Advanced Third Reich,Wargame,5-19,0.1852367688022284,132,,,
283,Advanced Third Reich,Wargame,ge20,0.7924791086350975,569,,,
284,Lords of the Sierra Madre (Second Edition),Wargame,0-4,0.0189873417721519,3,,,
284,Lords of the Sierra Madre (Second Edition),Wargame,5-19,0.0759493670886076,12,,,
284,Lords of the Sierra Madre (Second Edition),Wargame,ge20,0.9050632911392406,143,,,
285,Monsters Ravage America,Wargame,0-4,0.0638297872340425,17,,,
285,Monsters Ravage America,Wargame,5-19,0.1879432624113475,53,,,
285,Monsters Ravage America,Wargame,ge20,0.74822695035461,211,,,
286,Machiavelli,Wargame,0-4,0.146318732525629,156,,,
286,Machiavelli,Wargame,5-19,0.244175209692451,261,,,
286,Machiavelli,Wargame,ge20,0.6095060577819198,653,,,
173,Formula Dé,Other,ALL,1.0,7719,7.249838628836167,0.6152981591066371,0.0
174,T-Rex,Other,ALL,1.0,271,5.87917598266006,0.7667154484847255,0.0
175,What the Heck?,Other,ALL,1.0,2619,6.867762037454672,0.6723895922043538,0.0
176,Give Me the Brain!,Other,ALL,1.0,2137,6.022902763132995,0.5564066315368953,0.0
178,Mole Hill,Other,ALL,1.0,217,6.340404720856987,0.7556973977096997,0.0
180,Pool Position,Other,ALL,1.0,139,6.131944350436838,0.8011148375535997,0.0
181,Risk,Wargame,0-4,0.5164844800374115,17671,,,
181,Risk,Wargame,5-19,0.3230548898111884,11053,,,
181,Risk,Wargame,ge20,0.1604606301514,5489,,,
182,Hungry,Other,ALL,1.0,724,6.768136233056542,0.7149062690465284,0.0
183,Stonehenge,Other,ALL,1.0,148,6.712116897949399,0.7684556504893002,0.0
185,Devil Bunny Needs a Ham,Other,ALL,1.0,713,5.55814609351662,0.5588775760503372,0.0
186,Split,Other,ALL,1.0,205,6.0246554048980085,0.5793000287395601,0.0
189,Die Siedler von Nürnberg,Other,ALL,1.0,934,7.29852236932218,0.7789909274194935,0.0
190,Dolce Vita,Other,ALL,1.0,202,6.541961201828124,0.7947262445498632,0.0
192,Nicht die Bohne!,Other,ALL,1.0,1094,6.745203782185898,0.7044261122677757,0.0
193,Fill or Bust,Other,ALL,1.0,719,5.978401544897616,0.6305672090412273,0.0
194,Groo: The Game,Other,ALL,1.0,826,6.476952219961087,0.6100753080208292,0.0
195,NASCAR Champions,Other,ALL,1.0,106,5.729384931945348,0.6039543826008379,0.0
196,Kremlin,Other,ALL,1.0,2902,7.402314999370699,0.7482132179924108,0.0
198,Buried Treasure,Other,ALL,1.0,249,6.33062417312195,0.7496578503302965,0.0
199,Manhattan,Other,ALL,1.0,5828,7.087707062477001,0.7058301997404649,0.0
200,Entdecker,Other,ALL,1.0,1495,6.761776703610071,0.724628062369958,0.0
201,The Rose King,Other,ALL,1.0,3785,7.180952771908198,0.71511512620804,0.0
202,Targui,Wargame,0-4,0.2601839684625492,197,,,
202,Targui,Wargame,5-19,0.3876478318002628,295,,,
202,Targui,Wargame,ge20,0.3521681997371879,268,,,
204,Stephenson's Rocket,Other,ALL,1.0,3086,7.491181798353218,0.8257957941956486,0.0
206,Jalape-NO!,Other,ALL,1.0,317,6.791322427069742,0.7433840929494363,0.0
207,Twitch,Other,ALL,1.0,182,6.36380212993949,0.6213126934165,0.0
210,Don Pepe,Economic,0-4,0.1305903398926654,72,,,
210,Don Pepe,Economic,5-19,0.2683363148479427,149,,,
210,Don Pepe,Economic,ge20,0.6010733452593918,336,,,
211,Times to Remember,Party,0-4,0.0871369294605809,20,,,
211,Times to Remember,Party,5-19,0.1867219917012448,44,,,
211,Times to Remember,Party,ge20,0.7261410788381742,175,,,
214,Café International,Other,ALL,1.0,2876,6.561018090178955,0.6868692433951313,0.0
424,1870: Railroading Across the Trans Mississippi from 1870,18XX,0-4,0.4112060778727445,432,,,
424,1870: Railroading Across the Trans Mississippi from 1870,18XX,5-19,0.3979107312440645,418,,,
424,1870: Railroading Across the Trans Mississippi from 1870,18XX,ge20,0.1908831908831909,201,,,
425,Thunder's Edge,Wargame,0-4,0.0422535211267605,5,,,
425,Thunder's Edge,Wargame,5-19,0.2253521126760563,31,,,
425,Thunder's Edge,Wargame,ge20,0.7323943661971831,104,,,
426,The Battle of the Bulge,Wargame,0-4,0.0098039215686274,3,,,
426,The Battle of the Bulge,Wargame,5-19,0.1102941176470588,44,,,
426,The Battle of the Bulge,Wargame,ge20,0.8799019607843137,359,,,
427,Grass,Economic,0-4,0.1586748038360941,181,,,
427,Grass,Economic,5-19,0.2964254577157802,339,,,
427,Grass,Economic,ge20,0.5448997384481256,625,,,
428,Galopp Royal,Other,ALL,1.0,243,6.2573630200892,0.7708981151519159,0.0
429,Magalon,Other,ALL,1.0,243,6.182303128024905,0.7365341735730412,0.0
430,Asterix: Das Kartenspiel,Other,ALL,1.0,165,6.227011663728101,0.6861644778113628,0.0
431,Alhambra: The Card Game,Economic,0-4,0.0513307984790874,53,,,
431,Alhambra: The Card Game,Economic,5-19,0.182509505703422,191,,,
431,Alhambra: The Card Game,Economic,ge20,0.7661596958174905,806,,,
432,Take 5,Party,0-4,0.1855214230679039,5537,,,
432,Take 5,Party,5-19,0.4332853170748049,12934,,,
432,Take 5,Party,ge20,0.3811932598572912,11379,,,
218,High-Bid,Other,ALL,1.0,287,6.202654971116253,0.7426662394903215,0.0
219,Volle Hütte,Economic,0-4,0.0054347826086956,0,,,
219,Volle Hütte,Economic,5-19,0.0543478260869565,9,,,
219,Volle Hütte,Economic,ge20,0.9402173913043478,173,,,
220,High Society,Other,ALL,1.0,14540,7.57252370946446,0.618212737625819,0.0
221,Ikusa,Wargame,0-4,0.1550588704849331,776,,,
221,Ikusa,Wargame,5-19,0.383955298343644,1924,,,
221,Ikusa,Wargame,ge20,0.4609858311714229,2310,,,
222,Space Beans,Other,ALL,1.0,1541,6.406083277699077,0.6458935925635378,0.0
223,Expeditions: Around the World,Other,ALL,1.0,1680,7.175528809573168,0.7655570370086608,0.0
224,History of the World,Wargame,0-4,0.1115591397849462,497,,,
224,History of the World,Wargame,5-19,0.3107078853046595,1387,,,
224,History of the World,Wargame,ge20,0.5777329749103942,2579,,,
225,Icehouse,Other,ALL,1.0,591,6.821703368086418,0.7319671083224173,0.0
228,Lunch Money,Other,ALL,1.0,2548,5.7347864108135225,0.5375561886500948,0.0
229,King of the Elves,Other,ALL,1.0,1317,6.51625826823352,0.7224422609111053,0.0
230,Merchant of Venus,Economic,0-4,0.0624082232011747,169,,,
230,Merchant of Venus,Economic,5-19,0.1967694566813509,535,,,
230,Merchant of Venus,Economic,ge20,0.7408223201174743,2018,,,
231,Geronimo,Wargame,0-4,0.0120967741935483,2,,,
231,Geronimo,Wargame,5-19,0.1290322580645161,31,,,
231,Geronimo,Wargame,ge20,0.8588709677419355,213,,,
232,Serenissima,Economic,0-4,0.0500438981562774,113,,,
232,Serenissima,Economic,5-19,0.1918349429323968,436,,,
232,Serenissima,Economic,ge20,0.7581211589113257,1727,,,
234,Hannibal: Rome vs. Carthage,Wargame,0-4,0.0576923076923076,281,,,
234,Hannibal: Rome vs. Carthage,Wargame,5-19,0.2610474631751227,1275,,,
234,Hannibal: Rome vs. Carthage,Wargame,ge20,0.6812602291325696,3330,,,
235,Blackbeard,Wargame,0-4,0.0587837837837837,86,,,
235,Blackbeard,Wargame,5-19,0.2527027027027027,373,,,
235,Blackbeard,Wargame,ge20,0.6885135135135135,1019,,,
237,Wooden Ships & Iron Men,Wargame,0-4,0.0299313052011776,60,,,
237,Wooden Ships & Iron Men,Wargame,5-19,0.2109911678115799,429,,,
237,Wooden Ships & Iron Men,Wargame,ge20,0.7590775269872424,1547,,,
239,"Wagram: The Peace of Vienna, 5-6 July 1809",Wargame,0-4,0.0,0,,,
239,"Wagram: The Peace of Vienna, 5-6 July 1809",Wargame,5-19,0.036036036036036,3,,,
239,"Wagram: The Peace of Vienna, 5-6 July 1809",Wargame,ge20,0.963963963963964,107,,,
240,Britannia,Wargame,0-4,0.0853775853775853,354,,,
240,Britannia,Wargame,5-19,0.2972582972582973,1236,,,
