game_id,title,year,n_obs,adj_mean,expected_Q3bFam,resid_Q3bFam,expected_Q4Fam,resid_Q4Fam,se_adj,lower_bound_adj,lower_bound_resid_Q3bFam,vol_band,hiddenness_bucket,fam_18XX,fam_Cooperative Game,fam_Legacy Game
170669,Old School Tactical: Volume 1 – Fighting on the Eastern Front 1941/42,2016.0,208,8.111176398462657,7.687350395296473,0.4238260031661838,7.749829756835503,0.3613466416271542,0.0827501573695976,7.948986090018246,0.2616356947217724,200-499,eligible,0.0,0.0,0.0
174298,Napoleon's Last Gamble: Battles of the Hundred Days,2016.0,151,8.524707498575438,7.383662454411084,1.141045044164354,7.527553167673572,0.997154330901866,0.0971207488111762,8.334350830905533,0.9506883764944488,100-199,eligible,0.0,0.0,0.0
173634,The Red Dragon Inn 5: The Character Trove,2015.0,877,7.542725905817354,6.707524194755006,0.8352017110623482,6.610322530938442,0.9324033748789128,0.040299596627821,7.463738696426825,0.7562145016718189,500-999,eligible,0.0,0.0,0.0
176530,Xenon Profiteer,2015.0,1051,7.707905753841328,7.05232663211844,0.6555791217228881,7.296218529078548,0.4116872247627805,0.0368128242828566,7.635752618246929,0.5834259861284892,1k-2.5k,eligible,0.0,0.0,0.0
177014,Giga-Robo!,2020.0,140,8.219250455160834,7.710533081701653,0.5087173734591808,7.573715649598077,0.6455348055627574,0.1008640675540311,8.021556882754933,0.3110238010532797,100-199,eligible,0.0,0.0,0.0
177354,Frostgrave,2015.0,758,8.102334103413853,7.50607343098337,0.596260672430482,7.497495078858845,0.604839024555007,0.0433476834294762,8.01737264389208,0.5112992129087086,500-999,eligible,0.0,0.0,0.0
182631,Star Realms: Colony Wars,2015.0,8214,8.015769108961521,7.287230311159913,0.7285387978016082,7.352223882714263,0.6635452262472583,0.0131681009286357,7.989959631141395,0.7027293199814821,5k-10k,exclude,0.0,0.0,0.0
182770,DC Comics Dice Masters: World's Finest,2016.0,401,7.524307461362925,6.989150151682701,0.5351573096802245,7.08174037930309,0.4425670820598348,0.059597536671386,7.407496289487009,0.4183461378043077,200-499,eligible,0.0,0.0,0.0
185380,"Exceed: Red Horizon – Satoshi, Mei Lien, Morathi, and Baelkhor",2016.0,118,8.16846568283193,6.864378156926048,1.3040875259058833,6.840636397647758,1.3278292851841726,0.1098650334287785,7.953130217311525,1.0887520603854774,100-199,eligible,0.0,0.0,0.0
185381,"Exceed: Red Horizon – Alice, Zoey, Gabrek, and Ulrik",2016.0,121,8.0777546311927,6.734307033485464,1.343447597707236,6.718867570438412,1.358887060754288,0.1084945219813813,7.865105368109193,1.1307983346237285,100-199,eligible,0.0,0.0,0.0
201856,Last Will,2016.0,236,7.518194204840359,6.776141612160199,0.7420525926801602,6.721723971751544,0.7964702330888151,0.077686310152776,7.365929036940918,0.5897874247807192,200-499,eligible,0.0,0.0,0.0
222291,Ivion: The Herocrafting Card Game,2018.0,106,8.162602101902847,7.072522786418373,1.0900793154844737,7.007486330736658,1.155115771166189,0.1159171148780976,7.935404556741775,0.8628817703234021,100-199,eligible,0.0,0.0,0.0
223040,Fantasy Realms,2017.0,16119,7.854150593951824,7.528258495349004,0.3258920986028206,7.520497122520249,0.3336534714315755,0.0094000778029846,7.835726441457974,0.3074679461089708,10k-25k,exclude,0.0,0.0,0.0
228602,Valor & Villainy: Minions of Mordak,2020.0,666,7.622893285016461,7.211273797674753,0.4116194873417083,7.28072328625816,0.3421699987583011,0.0462448506555749,7.532253377731535,0.3209795800567814,500-999,eligible,0.0,0.0,0.0
228668,Dungeons & Dragons: Tomb of Annihilation Board Game,2017.0,716,7.556294265412315,7.116658053719609,0.4396362116927053,7.1801191506046695,0.3761751148076451,0.0446009372051268,7.468876428490266,0.3522183747706565,500-999,eligible,0.0,1.0,0.0
228867,Unlock!: Mystery Adventures,2017.0,3864,7.651382221368164,7.307043306393393,0.3443389149747711,7.308525431574354,0.3428567897938093,0.0191991471386894,7.613751892976333,0.3067085865829397,2.5k-5k,exclude,0.0,1.0,0.0
233502,Katarenga,2017.0,226,7.512694998077076,7.037916959158936,0.4747780389181395,6.98515471339528,0.5275402846817956,0.0793864307439646,7.357097593818906,0.3191806346599689,200-499,eligible,0.0,0.0,0.0
233867,Welcome To...,2018.0,31889,7.821970164902408,7.466240220108091,0.3557299447943167,7.570375549974621,0.2515946149277868,0.0066831321005877,7.808871225985255,0.3426310058771648,25k+,exclude,0.0,0.0,0.0
