debiased_rank,debiased_rating,title,year,bgg_rank,geek_rating,avg_rating,voters,game_id,base_game,weight,weight_votes,mfg_playtime,mfg_age_rec,best_players,kickstarted,is_reimplementation,num_implementations,abstract_rank,cgs_rank,childrens_rank,family_rank,party_rank,strategy_rank,thematic_rank,war_rank
6293,7.107695448264639,Fire & Axe: A Viking Saga,2004.0,1530.0,6.376,6.99,3195.0,12495,1,2.6677,313.0,90.0,12.0,4.0,0.0,0.0,0.0,,,,,,632,254,
6294,7.107593745443376,War & Write II,2023.0,14962.0,5.532,7.0,59.0,373782,1,,,,,,,,,,,,,,,,
6295,7.107530720992237,Castle Dukes,2017.0,10131.0,5.577,7.27,135.0,207202,1,2.0,1.0,90.0,12.0,0.0,1.0,0.0,0.0,,,,,,1978,,
6296,7.107351951388545,Cthulhu Wars: Duel – Extinction,2022.0,10857.0,5.566,7.11,96.0,335451,1,,,,,,,,,,,,,,,,
6297,7.107347253463598,FILLIT,2018.0,11403.0,5.559,7.0,106.0,262806,1,1.3333,3.0,20.0,8.0,0.0,0.0,0.0,0.0,,,,,,,,
6298,7.10730956345466,Battle for China,1999.0,16548.0,5.525,7.06,39.0,8544,1,2.875,8.0,360.0,12.0,0.0,0.0,0.0,1.0,,,,,,,,2354
6299,7.10718398850126,Boudicca: The Warrior Queen,2012.0,10712.0,5.568,7.06,103.0,98975,1,2.5,12.0,180.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,1223
6300,7.107149354948537,Fort,2020.0,744.0,6.78,7.09,10629.0,296912,1,2.4237,118.0,40.0,10.0,3.0,0.0,1.0,1.0,,,,,,393,,
6301,7.106814385423506,The Hunt,2023.0,4354.0,5.815,7.04,576.0,376223,1,,,,,,,,,,,,,,,,
6302,7.106765454489059,That's Not a Hat,2023.0,1195.0,6.523,7.09,4107.0,375651,1,,,,,,,,,,,,,,,,
6303,7.106699195598368,HeroQuest Advanced Quest,1990.0,2162.0,6.18,7.32,1780.0,22192,1,2.193,57.0,90.0,10.0,0.0,0.0,1.0,1.0,,,,,,,362,
6304,7.106659106901607,Biotopia,2021.0,9095.0,5.593,7.36,168.0,342638,1,2.0,2.0,30.0,10.0,0.0,0.0,0.0,0.0,,,,,,,,
6305,7.106621487076755,Combi-Nations,2022.0,9484.0,5.587,6.93,146.0,370649,1,,,,,,,,,,,,,,,,
6306,7.106449108511328,Vietnam Solitaire: Special Edition,2013.0,10133.0,5.577,7.23,109.0,148471,1,2.375,16.0,60.0,12.0,0.0,0.0,1.0,1.0,,,,,,,,1218
6307,7.1063525011892645,Der HeidelBÄR: Wald und Wiesen Edition,2013.0,17516.0,5.521,6.95,31.0,137596,1,,,,,,,,,,,,,,,,
6308,7.10629356636658,Sun Tzu,2005.0,1708.0,6.311,7.05,2463.0,18745,1,2.0986,142.0,30.0,10.0,0.0,0.0,0.0,0.0,,,,,,704,,
6309,7.106250311727607,Escape the Dark Castle,2017.0,1484.0,6.397,7.36,3864.0,227456,1,1.236,89.0,45.0,14.0,3.0,1.0,0.0,1.0,,,,,,,314,
6310,7.106160837723658,Nefertiti,2008.0,2044.0,6.213,6.99,2014.0,35435,1,2.355,169.0,45.0,10.0,4.0,0.0,0.0,0.0,,,,361,,773,,
6311,7.106059284461457,Relics of Rajavihara,2021.0,5356.0,5.732,7.21,380.0,308493,1,1.5714,7.0,60.0,12.0,0.0,1.0,0.0,0.0,,,,,,,,
6312,7.1059868824553485,Tiere toppen!,2023.0,11696.0,5.556,7.22,76.0,378604,1,,,,,,,,,,,,,,,,
6313,7.105901147816096,Global Mogul,2013.0,7195.0,5.642,6.95,245.0,143782,1,3.4,25.0,120.0,14.0,0.0,0.0,0.0,0.0,,,,,,,,
6314,7.105827128839941,DC Comics Dice Masters: War of Light,2015.0,4376.0,5.813,7.25,501.0,173294,1,2.2727,11.0,60.0,14.0,0.0,0.0,1.0,1.0,,,,,,,,
6315,7.105814766115761,Gaslight,2000.0,16502.0,5.525,7.26,37.0,7071,1,2.8333,6.0,120.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,
6316,7.105802359715682,LUNA Capital,2021.0,2135.0,6.189,7.12,1735.0,323613,1,1.8125,16.0,45.0,8.0,0.0,0.0,0.0,0.0,,,,,,,,
6317,7.105562320098087,AOC: Age of Champagne,2023.0,7740.0,5.625,7.23,255.0,356485,1,,,,,,,,,,,,,,,,
6318,7.105410702165706,Wizard's Academy,2016.0,7702.0,5.626,7.06,219.0,154895,1,3.4286,7.0,180.0,12.0,0.0,1.0,0.0,0.0,,,,,,,,
6319,7.105287701562375,Mahjong,1850.0,967.0,6.647,7.05,7770.0,2093,1,2.5794,504.0,120.0,8.0,4.0,0.0,0.0,0.0,73,,,,,,,
6320,7.105273346322417,Blood on the Ohio: Washington's Indian War 1789-1794,2018.0,15199.0,5.532,7.33,42.0,192637,1,,,,,,,,,,,,,,,,
6321,7.105031831542239,Inkling,2021.0,7466.0,5.633,6.96,219.0,324278,1,1.0,1.0,20.0,14.0,0.0,0.0,0.0,0.0,,,,,,,,
6322,7.105008272892244,Wellington: The Peninsular War 1812-1814,2005.0,4210.0,5.828,6.95,682.0,11265,1,3.2273,110.0,180.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,397
6323,7.10492372701794,Guildhall Fantasy: Fellowship,2016.0,3920.0,5.864,7.07,667.0,202755,1,2.0,12.0,45.0,10.0,0.0,0.0,1.0,2.0,,,,,,,,
6324,7.104893739314622,Tiny Epic Kingdoms: 2nd Edition – Deluxe Edition,2015.0,,5.538,7.19,52.0,314759,1,,,,,,,,,,,,,,,,
6325,7.104792548999625,War of Resistance,1998.0,13067.0,5.544,7.04,71.0,745,1,4.2143,14.0,0.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,2367
6326,7.10444504759162,1806: Rossbach Avenged,1998.0,11722.0,5.556,7.03,98.0,3000,1,3.1667,12.0,120.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,1900
6327,7.104371334380094,Empire's End,2023.0,2266.0,6.152,6.97,1784.0,356952,1,,,,,,,,,,,,,,,,
6328,7.104307520974318,Expressions,2024.0,6587.0,5.667,7.04,293.0,402337,1,,,,,,,,,,,,,,,,
6329,7.104191729265736,Kogge,2003.0,6013.0,5.694,6.75,380.0,8138,1,3.4444,27.0,90.0,10.0,0.0,0.0,0.0,0.0,,,,,,1601,,
6330,7.103723357159473,Alea Iacta Est,2013.0,13880.0,5.539,7.32,56.0,143023,1,3.2143,14.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1950
6331,7.103698247004199,5150,2006.0,14013.0,5.538,7.25,51.0,26855,1,2.6,10.0,120.0,12.0,0.0,0.0,0.0,1.0,,,,,,,,1845
6332,7.103672270097872,Night of the Living Dead: A Zombicide Game,2021.0,2641.0,6.068,7.37,1111.0,264164,1,2.4167,12.0,60.0,14.0,0.0,0.0,1.0,1.0,,,,,,,,
6333,7.103621614667003,Carcassonne: Gold Rush,2014.0,2120.0,6.192,7.15,1650.0,163370,1,1.9444,54.0,35.0,8.0,0.0,0.0,1.0,1.0,,,,390,,830,,
6334,7.10324109129939,Bienvenue à bord,2019.0,12264.0,5.551,7.02,74.0,277066,1,,,,,,,,,,,,,,,,
6335,7.10313414888743,Imhotep: The Duel,2018.0,1431.0,6.42,7.06,3200.0,255674,1,1.8889,36.0,30.0,10.0,0.0,0.0,0.0,0.0,,,,300,,,,
6336,7.103036332700008,Himalaya,2004.0,1904.0,6.249,6.99,2236.0,3800,1,2.569,232.0,60.0,8.0,4.0,0.0,0.0,1.0,,,,,,1090,,
6337,7.1029584543208735,The Rise of the Roman Republic,2003.0,6836.0,5.656,6.97,272.0,6202,1,3.7705,61.0,240.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,752
6338,7.102832838333661,Walnut Grove,2011.0,1868.0,6.261,6.96,2346.0,103185,1,2.462,158.0,60.0,10.0,4.0,0.0,0.0,0.0,,,,,,715,,
6339,7.102731699060849,Kiri-ai: The Duel,2023.0,5324.0,5.735,7.14,416.0,387769,1,,,,,,,,,,,,,,,,
6340,7.102673499795057,New Bedford,2016.0,2008.0,6.221,7.05,2045.0,157413,1,2.3556,45.0,60.0,12.0,0.0,1.0,0.0,0.0,,,,,,771,,
6341,7.102650146704184,Iberian Rails,2017.0,6296.0,5.68,6.94,367.0,206859,1,3.3125,16.0,90.0,14.0,0.0,1.0,0.0,0.0,,,,,,,,
6342,7.102603258863905,Tough Calls: Dystopia,2020.0,9242.0,5.59,7.36,136.0,288276,1,1.0,1.0,60.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,
6343,7.102482612031876,1829,1974.0,7386.0,5.635,6.97,246.0,1823,1,3.7619,21.0,360.0,12.0,0.0,0.0,0.0,0.0,,,,,,2496,,
6344,7.1024797479506345,Pralaya,2015.0,9266.0,5.59,6.95,159.0,187590,1,1.25,4.0,0.0,10.0,0.0,0.0,0.0,0.0,,,,,,,,
6345,7.102236962194431,Hellapagos: Big Box,2020.0,,5.671,7.13,269.0,347802,1,,,,,,,,,,,,,,,,
6346,7.1019821501053055,Naga Raja,2019.0,1543.0,6.372,7.11,2666.0,244191,1,2.0364,55.0,30.0,9.0,0.0,0.0,0.0,0.0,,,,,,690,,
6347,7.101914098013753,Sherlock Holmes: The Beginning,2013.0,15779.0,5.529,7.13,43.0,244172,1,,,0.0,10.0,0.0,0.0,0.0,0.0,,,,,,,,
6348,7.101819057481874,Statis Pro Baseball,1971.0,4760.0,5.778,7.22,527.0,3730,1,2.1481,54.0,20.0,10.0,0.0,0.0,0.0,1.0,,,,,,2171,1001,
6349,7.101769112744791,Keltis,2012.0,,5.664,7.11,247.0,209872,1,2.0,4.0,30.0,10.0,0.0,0.0,0.0,0.0,,,,,,,,
6350,7.101701559591153,"Piercing the Reich: The Battle for Aachen, Siegfried Line Campaign, Sep-Oct 1944",1995.0,14626.0,5.534,7.07,56.0,5275,1,3.5556,9.0,180.0,12.0,0.0,0.0,0.0,1.0,,,,,,,,2223
6351,7.101667123036817,Nevada City,2020.0,5520.0,5.722,7.03,383.0,269810,1,3.5556,18.0,120.0,14.0,0.0,0.0,0.0,0.0,,,,,,,,
6352,7.101335689329658,"Yalu: The Chinese Counteroffensive in Korea, November 1950 - May 1951",1977.0,13504.0,5.541,7.07,59.0,6476,1,3.0909,11.0,180.0,12.0,0.0,0.0,0.0,1.0,,,,,,,,1755
6353,7.10105165095946,Sherlock Fantasy: Felices para siempre,2020.0,14488.0,5.535,7.17,54.0,322183,1,,,,,,,,,,,,,,,,
6354,7.101004348539118,Tournay,2011.0,1575.0,6.362,6.95,3288.0,105037,1,2.9048,210.0,60.0,12.0,2.0,0.0,0.0,0.0,,,,,,633,,
6355,7.100880923846648,Kompromat,2020.0,5233.0,5.741,7.11,383.0,299569,1,1.75,4.0,30.0,8.0,0.0,0.0,0.0,0.0,,,,,,,,
6356,7.100833426950717,Bus & Stop,2024.0,5602.0,5.717,7.06,356.0,418581,1,,,,,,,,,,,,,,,,
6357,7.100757158453642,"Skyhawk: Rolling Thunder, 1966",2022.0,15216.0,5.531,7.61,44.0,353636,1,,,,,,,,,,,,,,,,
6358,7.100624043500986,Mediterráneo,2022.0,12865.0,5.546,7.67,77.0,355801,1,,,,,,,,,,,,,,,,
6359,7.100597681776117,Final Fantasy Trading Card Game,2011.0,6576.0,5.667,7.15,285.0,93287,1,2.0,3.0,30.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,
6360,7.100500369931102,Find the Source,2023.0,10717.0,5.568,7.36,124.0,370687,1,,,,,,,,,,,,,,,,
6361,7.100331625462381,100 Swords: The Silver Queen's Dungeon,2017.0,15641.0,5.529,7.29,39.0,209774,1,1.5,4.0,0.0,13.0,0.0,1.0,0.0,0.0,,,,,,,,
6362,7.100276163281181,Shadows Over Normandie,2015.0,6000.0,5.695,7.16,374.0,162351,1,2.7857,14.0,30.0,14.0,0.0,1.0,0.0,0.0,,,,,,,,658
6363,7.100267831962438,Your Best Life,2023.0,11495.0,5.558,7.33,92.0,378279,1,,,,,,,,,,,,,,,,
6364,7.1002357599262025,League of the Lexicon,2022.0,11833.0,5.555,7.41,109.0,339545,1,,,,,,,,,,,,,,,,
6365,7.100091121343484,Sfynx,2024.0,12864.0,5.546,7.3,65.0,400297,1,,,,,,,,,,,,,,,,
6366,7.10008739214419,RoboRally,1994.0,615.0,6.886,7.05,24090.0,18,1,2.4284,1753.0,120.0,12.0,5.0,0.0,0.0,1.0,,,,,,509,217,
6367,7.100085979716028,Scorpius Freighter,2018.0,4076.0,5.846,6.92,706.0,256669,1,2.4167,12.0,75.0,14.0,0.0,0.0,0.0,0.0,,,,,,1338,,
6368,7.099906883734038,Shadows over Camelot,2005.0,548.0,6.934,7.1,28000.0,15062,1,2.5664,1974.0,80.0,10.0,6.0,0.0,0.0,1.0,,,,,,,142,
6369,7.099837315364242,Run Fight or Die: Reloaded,2019.0,3748.0,5.885,7.16,684.0,257096,1,1.8889,18.0,40.0,10.0,0.0,1.0,1.0,1.0,,,,,,,,
6370,7.09976177374092,Onirim (Second Edition),2014.0,793.0,6.748,7.04,10696.0,156336,1,1.5756,238.0,15.0,10.0,1.0,0.0,1.0,1.0,,,,162,,438,,
6371,7.099516539479733,Unlock!: Mystery Adventures – The House on the Hill,2017.0,1930.0,6.242,6.97,2164.0,230303,1,1.7273,22.0,60.0,10.0,0.0,0.0,0.0,0.0,,,,345,,,275,
6372,7.099463874454113,The Gig,2023.0,11186.0,5.562,7.12,102.0,253575,1,,,,,,,,,,,,,,,,
6373,7.099411208528067,1807: The Eagles Turn East,1994.0,10001.0,5.578,7.09,137.0,8702,1,3.4118,17.0,360.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,1214
6374,7.099113864917981,No Thanks!,2004.0,523.0,6.953,7.08,28401.0,12942,1,1.1374,1317.0,20.0,8.0,4.0,0.0,0.0,0.0,,,,108,,,,
6375,7.09906739788428,Bamboo,2023.0,2090.0,6.2,7.16,1710.0,351538,1,,,,,,,,,,,,,,,,
6376,7.0990529146652,Plateau,1986.0,11589.0,5.557,7.18,91.0,1890,1,2.7273,11.0,45.0,8.0,0.0,0.0,0.0,0.0,427,,,,,,,
6377,7.098985217524651,Outpost,1991.0,3163.0,5.971,6.8,1231.0,1491,1,3.1138,123.0,150.0,12.0,0.0,0.0,0.0,1.0,,,,,,1573,,
6378,7.098906952356947,Portents,2022.0,15594.0,5.529,7.17,40.0,370879,1,,,,,,,,,,,,,,,,
6379,7.098801645184969,Warhammer Fantasy Battle (Third Edition),1987.0,12771.0,5.546,7.12,72.0,268248,1,5.0,1.0,360.0,16.0,0.0,0.0,1.0,2.0,,,,,,,,
6380,7.0987921335344595,The Ancient World,2014.0,1956.0,6.234,6.97,2250.0,147253,1,2.7264,106.0,90.0,13.0,4.0,1.0,0.0,1.0,,,,,,755,,
6381,7.098782336640506,六華 (Rikka),2023.0,16171.0,5.527,6.94,45.0,410338,1,,,,,,,,,,,,,,,,
6382,7.098685171186662,Iron Dragon,1994.0,2449.0,6.112,7.01,1682.0,130,1,2.9342,152.0,240.0,12.0,0.0,0.0,0.0,0.0,,,,,,1347,,
6383,7.098664127505285,1829 Northern Board,1981.0,11624.0,5.557,6.96,96.0,6937,1,3.8571,7.0,360.0,12.0,0.0,0.0,0.0,0.0,,,,,,2056,,
6384,7.098615826788887,Battlegame Book 4: World War II,1975.0,15398.0,5.53,7.02,54.0,12478,1,1.7143,7.0,30.0,7.0,0.0,0.0,0.0,0.0,,,,,,,,
6385,7.098429482621758,Dreamblade,2006.0,3057.0,5.988,7.14,1011.0,22897,1,2.695,141.0,60.0,13.0,0.0,0.0,0.0,0.0,,59,,,,,,
6386,7.098302342133733,Fun Facts,2022.0,1725.0,6.306,7.05,2404.0,370164,1,,,,,,,,,,,,,,,,
6387,7.098265970963461,Wibbell++,2017.0,,5.62,7.24,191.0,180845,1,1.3333,3.0,45.0,8.0,0.0,1.0,0.0,0.0,,,,,,,,
6388,7.098109042791175,Spaceship Unity: Episode 0,2022.0,16262.0,5.526,7.16,39.0,368906,1,,,,,,,,,,,,,,,,
6389,7.098092166376681,Affentennis,2006.0,7302.0,5.638,7.08,208.0,26148,1,1.5714,28.0,60.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
6390,7.098056888024194,Seasons' Keepers,2023.0,16837.0,5.524,7.16,33.0,381527,1,,,,,,,,,,,,,,,,
6391,7.098025586956967,Factoria,2019.0,17288.0,5.522,6.86,37.0,342949,1,,,,,,,,,,,,,,,,
6392,7.097962743993748,Legends of Andor,2012.0,625.0,6.877,7.1,19826.0,127398,1,2.7652,707.0,90.0,10.0,4.0,0.0,0.0,1.0,,,,,,,137,
6393,7.097924837750264,Linko,2014.0,1136.0,6.549,6.99,5415.0,153065,1,1.3991,223.0,20.0,10.0,4.0,0.0,0.0,0.0,,,,235,,,,
6394,7.097869482269447,Medina,2001.0,1449.0,6.413,7.02,3276.0,1261,1,2.777,278.0,60.0,10.0,4.0,0.0,0.0,1.0,52,,,,,852,,
6395,7.097804783848269,"Patton's Vanguard: The Battle of Arracourt, 1944",2017.0,12859.0,5.546,7.04,66.0,225800,1,2.6364,11.0,240.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1564
6396,7.097755491040193,Dark Age Z,2015.0,11880.0,5.554,7.17,78.0,156101,1,3.0,9.0,90.0,12.0,0.0,1.0,0.0,0.0,,,,,,,,
6397,7.097695211618177,Super-Skill Pinball: 4-Cade,2020.0,1429.0,6.422,7.07,3228.0,302524,1,2.2,20.0,30.0,12.0,1.0,0.0,0.0,1.0,,,,,,,,
6398,7.097646450568936,Schnapsen,1715.0,5917.0,5.699,6.97,377.0,11582,1,2.037,27.0,20.0,8.0,0.0,0.0,0.0,0.0,205,,,,,,,
6399,7.097604152834406,Wishland,2021.0,4862.0,5.769,7.17,474.0,290618,1,2.625,8.0,90.0,14.0,0.0,1.0,0.0,0.0,,,,,,,,
6400,7.097570227505188,DC Comics Dice Masters: Justice League,2015.0,2155.0,6.183,7.27,1424.0,138649,1,2.2941,34.0,60.0,14.0,0.0,0.0,1.0,1.0,,29,,,,,,
6401,7.097426540788128,Now Boarding,2018.0,2440.0,6.113,7.01,1511.0,231567,1,2.2,20.0,60.0,10.0,0.0,1.0,0.0,0.0,,,,538,,,,
6402,7.097067829170311,War Without Mercy,1998.0,9059.0,5.594,7.01,163.0,5171,1,3.44,25.0,360.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,965
6403,7.097007993339347,Metallum,2013.0,4471.0,5.803,6.99,584.0,148271,1,2.6786,28.0,60.0,10.0,0.0,0.0,0.0,0.0,,,,,,1350,,
6404,7.096893390494216,Exoplanet,2023.0,17193.0,5.523,7.51,42.0,399759,1,,,,,,,,,,,,,,,,
6405,7.096856099530201,Unlock!: Mystery Adventures – The Tonipal's Treasure,2017.0,2077.0,6.203,6.95,2025.0,230305,1,2.5,18.0,60.0,10.0,0.0,0.0,0.0,0.0,,,,374,,,285,
6406,7.096853476790208,Fiesta de los Muertos,2019.0,2467.0,6.109,7.01,1535.0,285253,1,1.0667,15.0,15.0,12.0,0.0,0.0,0.0,1.0,,,,809,131,,,
6407,7.096650692385461,Oh Hell!,1930.0,2640.0,6.069,6.86,1590.0,1116,1,1.7317,123.0,30.0,10.0,0.0,0.0,0.0,0.0,,,,864,,,,
6408,7.096646155485924,Freaky Frogs From Outaspace,2023.0,6637.0,5.664,7.15,249.0,385833,1,,,,,,,,,,,,,,,,
6409,7.096595639624481,Smash Up: Science Fiction Double Feature,2014.0,1067.0,6.584,7.26,4096.0,151004,1,2.2987,77.0,45.0,12.0,0.0,0.0,0.0,0.0,,,,,,482,175,
6410,7.096525374421369,Campaign to Stalingrad: Southern Russia 1942,1992.0,11126.0,5.563,7.07,91.0,5834,1,3.125,16.0,360.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,1408
6411,7.096444354302125,Mogul,2015.0,3728.0,5.887,6.87,862.0,174744,1,2.0526,19.0,45.0,13.0,0.0,0.0,1.0,1.0,,,,,,,,
6412,7.096372601939014,Healthy Heart Hospital (Third Edition),2023.0,13197.0,5.544,6.98,66.0,399018,1,,,,,,,,,,,,,,,,
6413,7.096103313957143,RagnaRok Star,2021.0,10975.0,5.565,7.38,98.0,311004,1,2.0,1.0,45.0,10.0,0.0,0.0,0.0,0.0,,,,,,,,
6414,7.095518156557581,Victory at Sea,1992.0,16277.0,5.526,7.23,44.0,3240,1,2.2727,11.0,90.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,2590
6415,7.0955132876141525,"Storm Over Madrid 1936: ""Miracle of November""",2020.0,13024.0,5.544,7.13,70.0,312738,1,2.8333,6.0,240.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2184
6416,7.095417850745981,Ace of Aces: Handy Rotary Series,1980.0,2867.0,6.024,7.08,1184.0,798,1,1.7542,118.0,20.0,10.0,0.0,0.0,0.0,1.0,,,,,,,,358
6417,7.095413780842002,Saloon Tycoon,2016.0,3224.0,5.961,7.12,950.0,174524,1,2.2857,28.0,60.0,13.0,0.0,1.0,0.0,0.0,,,,,,,,
6418,7.095303896000715,Shaolia: Warring States,2020.0,4787.0,5.776,7.2,469.0,275996,1,2.4286,14.0,60.0,14.0,0.0,1.0,0.0,0.0,,,,,,,,
6419,7.095267866065117,Cascadia: Rolling Hills,2024.0,3888.0,5.867,7.19,622.0,407317,1,,,,,,,,,,,,,,,,
6420,7.095229411079182,Giant Monster Rampage,2002.0,16648.0,5.525,7.41,33.0,12129,1,2.0,6.0,60.0,12.0,0.0,0.0,0.0,3.0,,,,,,,,2542
6421,7.094945187989811,Cthulhu Wars: Duel,2020.0,4756.0,5.778,7.02,518.0,326485,1,2.75,4.0,30.0,8.0,0.0,0.0,1.0,1.0,,,,,,,,
6422,7.094841876689135,New York Zoo,2020.0,851.0,6.714,7.04,9015.0,300877,1,2.0101,99.0,60.0,10.0,2.0,0.0,0.0,0.0,,,,195,,,,
6423,7.094814955017565,Legends Untold: The Great Sewers Novice Set,2019.0,6420.0,5.674,7.29,286.0,216179,1,3.25,4.0,60.0,12.0,0.0,1.0,0.0,0.0,,,,,,,,
6424,7.094656162923761,Parade,2007.0,924.0,6.669,7.0,8211.0,56692,1,1.4778,270.0,45.0,12.0,4.0,0.0,0.0,0.0,,,,210,,,,
6425,7.094644514804778,Cahoots,2018.0,1289.0,6.475,7.12,3469.0,246761,1,1.1224,49.0,20.0,10.0,2.0,0.0,0.0,0.0,,,,324,,,,
6426,7.094506655311815,Beacon Patrol,2023.0,2270.0,6.151,7.16,1499.0,362976,1,,,,,,,,,,,,,,,,
6427,7.094294555680441,Escape Tales: Children of Wyrmwoods,2020.0,4176.0,5.833,7.02,623.0,299800,1,2.2,5.0,0.0,16.0,0.0,0.0,0.0,0.0,,,,,,,,
6428,7.09408108723704,East Indiaman,2018.0,10855.0,5.566,6.9,116.0,257378,1,3.0,4.0,90.0,12.0,0.0,1.0,0.0,0.0,,,,,,,,
6429,7.093969694756909,Nations: The Dice Game,2014.0,1173.0,6.533,6.93,5762.0,157809,1,2.0045,221.0,40.0,14.0,2.0,0.0,1.0,1.0,,,,224,,537,,
6430,7.093930103660225,Museum,2019.0,1501.0,6.388,7.16,2730.0,204505,1,2.54,50.0,60.0,12.0,4.0,1.0,0.0,1.0,,,,304,,,,
6431,7.093879087961425,Marvel D.A.G.G.E.R.,2023.0,4831.0,5.771,7.09,489.0,383242,1,,,,,,,,,,,,,,,,
6432,7.093797776769389,Assembly,2016.0,5847.0,5.703,7.13,321.0,217353,1,1.1818,11.0,20.0,8.0,0.0,1.0,0.0,0.0,,,,,,,,
6433,7.0937082890713405,Quest Calendar: The Dragon Staff of Maladoria,2020.0,14308.0,5.536,7.52,57.0,321713,1,2.0,2.0,3.0,8.0,0.0,1.0,0.0,0.0,,,,,,,,
6434,7.09370123930845,Java,2000.0,1439.0,6.417,7.01,3496.0,855,1,3.378,381.0,120.0,12.0,3.0,0.0,0.0,1.0,,,,,,876,,
6435,7.093631531334174,Fauna,2008.0,1153.0,6.541,7.04,4763.0,35497,1,1.4777,224.0,60.0,8.0,4.0,0.0,0.0,2.0,,,,225,,,,
6436,7.093513835759383,Adventure Party: The Role-Playing Party Game,2024.0,11449.0,5.559,7.44,79.0,380106,1,,,,,,,,,,,,,,,,
6437,7.093492041219655,Rainbow,2024.0,6354.0,5.677,7.04,274.0,415090,1,,,,,,,,,,,,,,,,
6438,7.093381940177856,Operation Barclay,2024.0,12412.0,5.549,7.06,72.0,404923,1,,,,,,,,,,,,,,,,
6439,7.093293638593053,Lunar,2024.0,5367.0,5.732,6.94,413.0,383452,1,,,,,,,,,,,,,,,,
6440,7.093265886717627,Ascension: Deckbuilding Game,2010.0,770.0,6.761,7.04,13752.0,69789,1,2.1462,650.0,30.0,13.0,2.0,0.0,0.0,3.0,,,,,,457,,
6441,7.093246997974878,Wooden Ships & Iron Men,1974.0,1943.0,6.238,7.08,2130.0,237,1,3.0884,249.0,60.0,12.0,2.0,0.0,0.0,0.0,,,,,,,,247
6442,7.0932191272742795,Ragusa,2019.0,2292.0,6.147,6.93,1853.0,253635,1,2.7636,55.0,80.0,12.0,4.0,0.0,0.0,0.0,,,,,,904,,
6443,7.093217334346254,Iro,2022.0,11337.0,5.56,7.47,81.0,342251,1,,,,,,,,,,,,,,,,
6444,7.093101512614945,Kulami,2011.0,3714.0,5.889,7.02,805.0,108831,1,1.6667,18.0,30.0,10.0,0.0,0.0,0.0,0.0,101,,,,,,,
6445,7.093011663503253,To the Death!,2019.0,14456.0,5.535,7.48,69.0,283805,1,2.4,5.0,40.0,13.0,0.0,1.0,0.0,0.0,,,,,,,,
6446,7.092886800603917,The Battle of Armageddon: Deluxe Edition,2021.0,14814.0,5.533,7.14,57.0,334012,1,,,,,,,,,,,,,,,,
6447,7.092777507493276,Outfoxed!,2014.0,1063.0,6.587,7.15,4884.0,172931,1,1.1395,86.0,20.0,5.0,3.0,0.0,0.0,0.0,,,5,,,,,
6448,7.092733698636741,Dutch Blitz: Blue Expansion Pack,2012.0,4221.0,5.827,7.28,544.0,178494,1,1.5,8.0,15.0,8.0,0.0,0.0,0.0,0.0,,,,,,,,
6449,7.092710682266362,Gnomopolis,2018.0,4821.0,5.773,7.22,511.0,202819,1,2.55,20.0,45.0,10.0,0.0,0.0,0.0,0.0,,,,,,1508,,
6450,7.092684240020281,Neuroriders,2024.0,7220.0,5.641,7.84,252.0,350992,1,,,,,,,,,,,,,,,,
6451,7.092547479510701,Vulcanus,2019.0,12834.0,5.546,7.04,81.0,298678,1,2.75,4.0,80.0,10.0,0.0,0.0,0.0,0.0,,,,,,,,
6452,7.092361954747918,All Things Zombie,2005.0,12511.0,5.549,7.09,77.0,20586,1,2.5556,9.0,120.0,12.0,0.0,0.0,0.0,1.0,,,,,,,,
6453,7.092344734834276,Battlestations,2004.0,3304.0,5.948,7.1,946.0,12350,1,3.4079,152.0,240.0,12.0,0.0,0.0,0.0,1.0,,,,,,,416,
6454,7.092317575553598,Yacht Race,1960.0,10066.0,5.577,7.09,125.0,1757,1,2.0,6.0,60.0,12.0,0.0,0.0,0.0,0.0,,,,2571,,,,
6455,7.092267531064688,Coconuts,2013.0,1221.0,6.511,7.03,4583.0,145639,1,1.0408,147.0,20.0,6.0,4.0,1.0,0.0,0.0,,,7,243,,,,
6456,7.092138351978134,Peek-a-Mouse,2020.0,7108.0,5.646,7.2,229.0,319754,1,1.0,3.0,20.0,5.0,0.0,0.0,0.0,0.0,,,,,,,,
6457,7.092135771574184,TTMC: Tu te mets combien?,2016.0,3258.0,5.956,7.09,961.0,262341,1,1.0,8.0,97.0,14.0,0.0,0.0,0.0,0.0,,,,,,,,
