game_id,title,primary_type,at_risk_pop,N_at_risk,n_raters,n_raters_in_pop,penetration,penetration_pct,mean_p_raters,mean_p_nonraters_est,max_w,ess,ess_ratio,overlap_flag,reason
19,Wacky Wacky West,Other,ACTIVE_50PLUS,119969,1966,1853.0000000000005,0.01544565679467196,1.544565679467196,0.7247310819762054,,7.626887128246197,1652.216266089986,0.8403948454170834,sufficient,active50
20,Full Metal Planète,Other,ALL_ACTIVE,287302,739,739.0,0.0025722062498694754,0.25722062498694753,0.7652929592394608,,4.6627328625553215,637.7894640211033,0.863043929663198,sufficient,stable
20,Full Metal Planète,Other,ACTIVE_50PLUS,119969,739,639.0000000000001,0.00532637598046162,0.5326375980461621,0.7652929592394608,,4.6627328625553215,637.7894640211033,0.863043929663198,sufficient,active50
22,Magic Realm,Other,ALL_ACTIVE,287302,2043,2043.0,0.0071109842604645986,0.7110984260464599,0.8343799357262734,,3.156624605191077,1925.7260882981363,0.9425972042575312,sufficient,stable
22,Magic Realm,Other,ACTIVE_50PLUS,119969,2043,1675.0000000000002,0.013961940167876703,1.3961940167876703,0.8343799357262734,,3.156624605191077,1925.7260882981363,0.9425972042575312,sufficient,active50
23,Divine Right,Wargame,ALL_ACTIVE,287302,592,592.0,0.0020605495262824482,0.20605495262824483,0.6912588979825195,,31.656825117399563,240.27619776002396,0.40587195567571616,sufficient,|delta| 0.01
23,Divine Right,Wargame,ACTIVE_50PLUS,119969,592,478.00000000000017,0.00398436262701198,0.398436262701198,0.6912588979825195,,31.656825117399563,240.27619776002396,0.40587195567571616,sufficient,active50
23,Divine Right,Wargame,TYPE_Wargame_GE5,80585,592,563.0,0.006986411863249984,0.6986411863249984,0.6912588979825195,,31.656825117399563,240.27619776002396,0.40587195567571616,low_penetration,share 0.951
23,Divine Right,Wargame,TYPE_Wargame_GE10,40922,592,507.00000000000006,0.012389423781828847,1.2389423781828846,0.6912588979825195,,31.656825117399563,240.27619776002396,0.40587195567571616,low_penetration,share 0.856
23,Divine Right,Wargame,TYPE_Wargame_GE20,17338,592,402.0,0.0231860652901142,2.31860652901142,0.6912588979825195,,31.656825117399563,240.27619776002396,0.40587195567571616,low_penetration,share 0.679
24,Twilight Imperium,Wargame,ALL_ACTIVE,287302,688,688.0,0.0023946926927066294,0.23946926927066295,0.6941013209794339,,41.47761759548065,210.2541621433982,0.30560197985959037,sufficient,|delta| 0.10
24,Twilight Imperium,Wargame,ACTIVE_50PLUS,119969,688,582.0000000000001,0.004851253240420443,0.4851253240420443,0.6941013209794339,,41.47761759548065,210.2541621433982,0.30560197985959037,sufficient,active50
24,Twilight Imperium,Wargame,TYPE_Wargame_GE5,80585,688,617.0,0.0076565117577712975,0.7656511757771297,0.6941013209794339,,41.47761759548065,210.2541621433982,0.30560197985959037,low_penetration,share 0.897
24,Twilight Imperium,Wargame,TYPE_Wargame_GE10,40922,688,540.0,0.013195835980646107,1.3195835980646107,0.6941013209794339,,41.47761759548065,210.2541621433982,0.30560197985959037,low_penetration,share 0.785
24,Twilight Imperium,Wargame,TYPE_Wargame_GE20,17338,688,414.0,0.023878186642057906,2.3878186642057906,0.6941013209794339,,41.47761759548065,210.2541621433982,0.30560197985959037,low_penetration,share 0.602
25,Battlemist,Wargame,ALL_ACTIVE,287302,316,316.0,0.0010998879228129286,0.10998879228129287,0.7003551276359574,,31.782399748199285,121.82844996936264,0.38553306952329947,sufficient,|delta| 0.09
25,Battlemist,Wargame,ACTIVE_50PLUS,119969,316,270.00000000000006,0.002250581400195051,0.22505814001950508,0.7003551276359574,,31.782399748199285,121.82844996936264,0.38553306952329947,sufficient,active50
25,Battlemist,Wargame,TYPE_Wargame_GE5,80585,316,293.0,0.0036359123906434198,0.363591239064342,0.7003551276359574,,31.782399748199285,121.82844996936264,0.38553306952329947,low_penetration,share 0.927
25,Battlemist,Wargame,TYPE_Wargame_GE10,40922,316,261.0,0.006377987390645618,0.6377987390645619,0.7003551276359574,,31.782399748199285,121.82844996936264,0.38553306952329947,low_penetration,share 0.826
25,Battlemist,Wargame,TYPE_Wargame_GE20,17338,316,204.0,0.011766062983043026,1.1766062983043026,0.7003551276359574,,31.782399748199285,121.82844996936264,0.38553306952329947,low_penetration,share 0.646
26,Age of Renaissance,Economic,ALL_ACTIVE,287302,2153,2153.0,0.007493856638658972,0.7493856638658972,0.8493666242442846,,4.713756433858776,1895.5015137957007,0.8804001457481192,sufficient,stable
26,Age of Renaissance,Economic,ACTIVE_50PLUS,119969,2153,1831.0000000000002,0.015262276087989399,1.52622760879894,0.8493666242442846,,4.713756433858776,1895.5015137957007,0.8804001457481192,sufficient,active50
26,Age of Renaissance,Economic,TYPE_Economic_GE5,170899,2153,1989.0,0.011638453121434297,1.1638453121434296,0.8493666242442846,,4.713756433858776,1895.5015137957007,0.8804001457481192,low_penetration,share 0.924
26,Age of Renaissance,Economic,TYPE_Economic_GE10,105561,2153,1788.0,0.016938073720408106,1.6938073720408107,0.8493666242442846,,4.713756433858776,1895.5015137957007,0.8804001457481192,low_penetration,share 0.830
26,Age of Renaissance,Economic,TYPE_Economic_GE20,55654,2153,1464.0,0.026305386854493837,2.6305386854493835,0.8493666242442846,,4.713756433858776,1895.5015137957007,0.8804001457481192,low_penetration,share 0.680
27,Supremacy: The Game of the Superpowers,Wargame,ALL_ACTIVE,287302,1323,1323.0,0.004604910512283242,0.46049105122832423,0.6954569535390906,,40.99897023503101,440.0791237460938,0.3326372817430792,sufficient,|delta| 0.17
27,Supremacy: The Game of the Superpowers,Wargame,ACTIVE_50PLUS,119969,1323,1026.0000000000002,0.008552209320741194,0.8552209320741194,0.6954569535390906,,40.99897023503101,440.0791237460938,0.3326372817430792,sufficient,active50
27,Supremacy: The Game of the Superpowers,Wargame,TYPE_Wargame_GE5,80585,1323,1181.0,0.014655332878327232,1.4655332878327232,0.6954569535390906,,40.99897023503101,440.0791237460938,0.3326372817430792,low_penetration,share 0.893
27,Supremacy: The Game of the Superpowers,Wargame,TYPE_Wargame_GE10,40922,1323,995.0000000000001,0.02431454963100533,2.431454963100533,0.6954569535390906,,40.99897023503101,440.0791237460938,0.3326372817430792,low_penetration,share 0.752
27,Supremacy: The Game of the Superpowers,Wargame,TYPE_Wargame_GE20,17338,1323,739.0,0.042623139923866654,4.262313992386665,0.6954569535390906,,40.99897023503101,440.0791237460938,0.3326372817430792,low_penetration,share 0.559
28,Illuminati,Other,ALL_ACTIVE,287302,5017,5017.0,0.017462461103647034,1.7462461103647033,0.6538538065802415,,7.247812948524706,4079.498041887422,0.8131349495490178,sufficient,stable
28,Illuminati,Other,ACTIVE_50PLUS,119969,5017,3817.0,0.0318165526094241,3.18165526094241,0.6538538065802415,,7.247812948524706,4079.498041887422,0.8131349495490178,sufficient,active50
30,Dark Tower,Other,ALL_ACTIVE,287302,1292,1292.0,0.0044970101147921,0.44970101147921004,0.5923976002645167,,8.454702319073935,917.7720709086528,0.7103499000840966,sufficient,stable
30,Dark Tower,Other,ACTIVE_50PLUS,119969,1292,996.0000000000001,0.00830214472071952,0.830214472071952,0.5923976002645167,,8.454702319073935,917.7720709086528,0.7103499000840966,sufficient,active50
31,Dark World,Other,ALL_ACTIVE,287302,813,813.0,0.0028297749406547812,0.2829774940654781,0.5692914900562958,,7.602843318218462,589.3234476449655,0.7248750893542012,sufficient,stable
31,Dark World,Other,ACTIVE_50PLUS,119969,813,611.0,0.005092982353774725,0.5092982353774725,0.5692914900562958,,7.602843318218462,589.3234476449655,0.7248750893542012,sufficient,active50
32,Buffalo Chess,Other,ALL_ACTIVE,287302,392,392.0,0.001364417929565405,0.1364417929565405,0.7274917185250874,,8.227083088075048,309.71606133605565,0.7900919932042236,sufficient,stable
32,Buffalo Chess,Other,ACTIVE_50PLUS,119969,392,363.00000000000006,0.003025781660262235,0.3025781660262235,0.7274917185250874,,8.227083088075048,309.71606133605565,0.7900919932042236,sufficient,active50
34,Arkham Horror,Coop,ALL_ACTIVE,287302,541,541.0,0.0018830359691196024,0.18830359691196025,0.7115215471316703,,8.847379547054853,353.9640053744573,0.6542772742596253,sufficient,stable
34,Arkham Horror,Coop,ACTIVE_50PLUS,119969,541,438.00000000000006,0.0036509431603164153,0.36509431603164155,0.7115215471316703,,8.847379547054853,353.9640053744573,0.6542772742596253,sufficient,active50
34,Arkham Horror,Coop,TYPE_Coop_GE5,160550,541,425.0,0.0026471504204297726,0.26471504204297724,0.7115215471316703,,8.847379547054853,353.9640053744573,0.6542772742596253,low_penetration,share 0.786
34,Arkham Horror,Coop,TYPE_Coop_GE10,94562,541,351.0,0.0037118504261754192,0.3711850426175419,0.7115215471316703,,8.847379547054853,353.9640053744573,0.6542772742596253,low_penetration,share 0.649
34,Arkham Horror,Coop,TYPE_Coop_GE20,44575,541,240.0,0.0053841839596186205,0.538418395961862,0.7115215471316703,,8.847379547054853,353.9640053744573,0.6542772742596253,low_penetration,share 0.444
36,Federation & Empire,Wargame,ALL_ACTIVE,287302,407,407.0,0.0014166277993191833,0.14166277993191834,0.7644981135366623,,11.467711105949146,238.1832088661564,0.5852167294008757,sufficient,stable
36,Federation & Empire,Wargame,ACTIVE_50PLUS,119969,407,310.00000000000006,0.002584000866890614,0.2584000866890614,0.7644981135366623,,11.467711105949146,238.1832088661564,0.5852167294008757,sufficient,active50
36,Federation & Empire,Wargame,TYPE_Wargame_GE5,80585,407,397.0,0.004926475150462245,0.49264751504622445,0.7644981135366623,,11.467711105949146,238.1832088661564,0.5852167294008757,low_penetration,share 0.975
36,Federation & Empire,Wargame,TYPE_Wargame_GE10,40922,407,373.0,0.00911490151996481,0.9114901519964811,0.7644981135366623,,11.467711105949146,238.1832088661564,0.5852167294008757,low_penetration,share 0.916
36,Federation & Empire,Wargame,TYPE_Wargame_GE20,17338,407,322.0,0.018571922943822816,1.8571922943822816,0.7644981135366623,,11.467711105949146,238.1832088661564,0.5852167294008757,low_penetration,share 0.791
37,Dragon Masters,Wargame,ALL_ACTIVE,287302,144,144.0,0.0005012147496362713,0.05012147496362713,0.6229821490933594,,59.57238244982603,29.493324314655148,0.2048147521851052,insufficient,n_obs<150
37,Dragon Masters,Wargame,ACTIVE_50PLUS,119969,144,121.0,0.001008593886754078,0.10085938867540781,0.6229821490933594,,59.57238244982603,29.493324314655148,0.2048147521851052,insufficient,active50
37,Dragon Masters,Wargame,TYPE_Wargame_GE5,80585,144,129.0,0.0016007941924675807,0.16007941924675806,0.6229821490933594,,59.57238244982603,29.493324314655148,0.2048147521851052,low_penetration,share 0.896
37,Dragon Masters,Wargame,TYPE_Wargame_GE10,40922,144,115.0,0.002810224329211671,0.2810224329211671,0.6229821490933594,,59.57238244982603,29.493324314655148,0.2048147521851052,low_penetration,share 0.799
37,Dragon Masters,Wargame,TYPE_Wargame_GE20,17338,144,100.0,0.005767677932864229,0.5767677932864229,0.6229821490933594,,59.57238244982603,29.493324314655148,0.2048147521851052,low_penetration,share 0.694
38,Runes,Other,ALL_ACTIVE,287302,103,103.0,0.00035850777230927734,0.035850777230927736,0.8131486734885393,,4.546479665183256,89.63354250835506,0.8702285680422822,insufficient,n_obs<150
38,Runes,Other,ACTIVE_50PLUS,119969,103,100.00000000000001,0.0008335486667389077,0.08335486667389078,0.8131486734885393,,4.546479665183256,89.63354250835506,0.8702285680422822,insufficient,active50
39,Darkover,Other,ALL_ACTIVE,287302,111,111.0,0.0003863530361779591,0.03863530361779591,0.7874257326398613,,3.7866695470468,99.64720854985818,0.8977225995482718,insufficient,n_obs<150
39,Darkover,Other,ACTIVE_50PLUS,119969,111,107.0,0.0008918970734106311,0.08918970734106312,0.7874257326398613,,3.7866695470468,99.64720854985818,0.8977225995482718,insufficient,active50
40,Borderlands,Other,ALL_ACTIVE,287302,271,271.0,0.0009432583135515937,0.09432583135515937,0.7915779588310641,,4.811735466590699,228.30299993157533,0.8424464942124551,sufficient,stable
40,Borderlands,Other,ACTIVE_50PLUS,119969,271,251.00000000000003,0.002092207153514658,0.2092207153514658,0.7915779588310641,,4.811735466590699,228.30299993157533,0.8424464942124551,sufficient,active50
41,Can't Stop,Other,ALL_ACTIVE,287302,19425,19425.0,0.06761178133114285,6.761178133114284,0.6212771899602806,,12.401045281679911,15098.168041644292,0.7772544680383162,sufficient,stable
41,Can't Stop,Other,ACTIVE_50PLUS,119969,19425,17875.0,0.1489968241795797,14.89968241795797,0.6212771899602806,,12.401045281679911,15098.168041644292,0.7772544680383162,sufficient,active50
42,Tigris & Euphrates,Other,ALL_ACTIVE,287302,28453,28453.0,0.09903516160695018,9.903516160695018,0.7428600507537193,,5.873728224714524,25194.177755364766,0.8854664799973558,sufficient,stable
42,Tigris & Euphrates,Other,ACTIVE_50PLUS,119969,28453,23715.000000000004,0.19767606631713194,19.767606631713193,0.7428600507537193,,5.873728224714524,25194.177755364766,0.8854664799973558,sufficient,active50
43,Airlines,Economic,ALL_ACTIVE,287302,378,378.0,0.001315688717795212,0.1315688717795212,0.8923976812414218,,5.639119794518311,329.00035317578653,0.870371304697848,sufficient,stable
43,Airlines,Economic,ACTIVE_50PLUS,119969,378,362.00000000000006,0.003017446173594846,0.3017446173594846,0.8923976812414218,,5.639119794518311,329.00035317578653,0.870371304697848,sufficient,active50
43,Airlines,Economic,TYPE_Economic_GE5,170899,378,373.0,0.0021825756733509266,0.21825756733509266,0.8923976812414218,,5.639119794518311,329.00035317578653,0.870371304697848,low_penetration,share 0.987
43,Airlines,Economic,TYPE_Economic_GE10,105561,378,358.00000000000006,0.0033914040223188492,0.3391404022318849,0.8923976812414218,,5.639119794518311,329.00035317578653,0.870371304697848,low_penetration,share 0.947
43,Airlines,Economic,TYPE_Economic_GE20,55654,378,329.0,0.005911524778093219,0.5911524778093219,0.8923976812414218,,5.639119794518311,329.00035317578653,0.870371304697848,low_penetration,share 0.870
44,David & Goliath,Other,ALL_ACTIVE,287302,1739,1739.0,0.006052864233454692,0.6052864233454692,0.7416989505575475,,6.847970708818314,1496.155194672515,0.8603537634689563,sufficient,stable
44,David & Goliath,Other,ACTIVE_50PLUS,119969,1739,1685.0000000000005,0.014045295034550596,1.4045295034550596,0.7416989505575475,,6.847970708818314,1496.155194672515,0.8603537634689563,sufficient,active50
46,Medici,Other,ALL_ACTIVE,287302,8446,8446.0,0.02939763732936074,2.939763732936074,0.7307355061984154,,8.263405469396549,7168.756022318024,0.8487752808806565,sufficient,stable
46,Medici,Other,ACTIVE_50PLUS,119969,8446,7909.000000000001,0.06592536405238021,6.592536405238021,0.7307355061984154,,8.263405469396549,7168.756022318024,0.8487752808806565,sufficient,active50
116,Guillotine,Other,ALL_ACTIVE,287302,21167,21167.0,0.07367508753854829,7.367508753854829,0.5101844562335737,,15.125862925258254,14832.541190317568,0.7007389422363853,sufficient,stable
116,Guillotine,Other,ACTIVE_50PLUS,119969,21167,16863.0,0.14056131167218197,14.056131167218197,0.5101844562335737,,15.125862925258254,14832.541190317568,0.7007389422363853,sufficient,active50
48,Krieg und Frieden,Other,ALL_ACTIVE,287302,740,740.0,0.0025756869078530607,0.2575686907853061,0.7851108806934515,,5.306301527793034,659.4310807456466,0.8911230820887116,sufficient,stable
48,Krieg und Frieden,Other,ACTIVE_50PLUS,119969,740,710.0000000000001,0.005918195533846244,0.5918195533846244,0.7851108806934515,,5.306301527793034,659.4310807456466,0.8911230820887116,sufficient,active50
49,Mamma Mia!,Other,ALL_ACTIVE,287302,6293,6293.0,0.02190378069070177,2.190378069070177,0.6238884214915589,,10.714421167036456,4710.329060911027,0.7485029494535241,sufficient,stable
49,Mamma Mia!,Other,ACTIVE_50PLUS,119969,6293,5705.0,0.047553951437454674,4.755395143745467,0.6238884214915589,,10.714421167036456,4710.329060911027,0.7485029494535241,sufficient,active50
50,Lost Cities,Other,ALL_ACTIVE,287302,46869,46869.0,0.16313495903265554,16.313495903265554,0.5152476565558991,,13.76778005278601,34279.482773473545,0.7313892503248105,sufficient,stable
50,Lost Cities,Other,ACTIVE_50PLUS,119969,46869,37292.0,0.3108469688002734,31.08469688002734,0.5152476565558991,,13.76778005278601,34279.482773473545,0.7313892503248105,sufficient,active50
51,Ricochet Robots,Other,ALL_ACTIVE,287302,9147,9147.0,0.03183757857585398,3.183757857585398,0.6939831190490782,,7.077999511022087,7498.604174443903,0.8197883649769216,sufficient,stable
51,Ricochet Robots,Other,ACTIVE_50PLUS,119969,9147,8109.000000000002,0.06759246138585803,6.759246138585803,0.6939831190490782,,7.077999511022087,7498.604174443903,0.8197883649769216,sufficient,active50
