game_id,title,year,n_obs,users_rated,weight,weight_missing,raw_mean,adj_mean,se_adj,expected_quality,underratedness,underratedness_cv,lower_bound_resid,lower_bound_adj,model_spec,volume_band,volume_band_6,year_band,volume_decile,is_reimplementation,bayes_rating,rank_current,rank_underratedness
398162,MicroMacro: Crime City – Showdown,2023.0,452,813.0,1.0,0.0,7.926246548672566,8.274026909309363,0.0561346835132536,6.954412857089668,1.3196140522196949,1.3072787348858022,1.2095900725337179,8.164002929623386,Q3b,200-499,200-499,2020s,D6,False,6.08779,2737.0,87
18085,Anno Domini: Kirche & Staat,1998.0,150,157.0,1.6429,0.0,6.828666666666666,7.184181407933961,0.09744394687190448,5.865403524461422,1.3187778834725385,1.3135808008681966,1.1277877476036058,6.993191272065028,Q3b,100-199,100-199,1990s,D2,False,5.58145,10581.0,88
246742,Château Aventure,2018.0,243,262.0,1.0,0.0,7.160288065843622,7.317896320067774,0.07655919513189481,6.007407789427791,1.310488530639983,1.3289630335880727,1.160432508181469,7.167840297609261,Q3b,200-499,200-499,2010s,D4,False,5.66411,7180.0,89
63170,1817,2010.0,764,890.0,4.8,0.0,8.55757722513089,9.360258130891463,0.04317713450548739,8.051722340505878,1.3085357903855854,1.3039240248682251,1.2239086067548302,9.275630947260709,Q3b,500-999,500-999,2010s,D7,False,6.32982,1783.0,90
12157,Unanimo,1990.0,951,1108.0,1.1515,0.0,7.070204174553103,7.3182105743154136,0.03869993515994565,6.010342100386621,1.3078684739287922,1.3212035068692725,1.2320166010152989,7.24235870140192,Q3b,500-999,500-999,1990s,D8,False,5.99469,3236.0,91
14940,Figure It,1975.0,245,291.0,1.3,0.0,6.531836734693877,7.040732049695469,0.07624606827725293,5.733885155347743,1.3068468943477267,1.291395937058315,1.157404600524311,6.891289755872053,Q3b,200-499,200-499,1970s,D4,False,5.61228,8889.0,92
244258,The Red Dragon Inn 7: The Tavern Crew,2018.0,310,381.0,1.6,0.0,7.904307193548387,7.8556047162760585,0.06778282248133423,6.549582873260917,1.3060218430151416,1.3061541208555791,1.1731675109517266,7.7227503842126435,Q3b,200-499,200-499,2010s,D5,False,5.77688,5107.0,93
297234,Taskmaster: The Board Game,2018.0,121,172.0,1.0,0.0,7.055785123966942,7.155730924202578,0.10849452198138136,5.851365952811056,1.3043649713915215,1.3396767346466234,1.091715708308014,6.94308166111907,Q3b,100-199,100-199,2010s,D1,False,5.58816,10132.0,94
2252,King of the Tabletop,1983.0,196,207.0,1.8889,0.0,6.822055918367346,7.043321046245822,0.08524569584251393,5.739837991549592,1.3034830546962297,1.3693495073033155,1.1364014908449025,6.876239482394495,Q3b,100-199,100-199,1980s,D4,False,5.60214,9387.0,95
4079,What's My Word?,1972.0,375,386.0,2.1143,0.0,7.125493333333333,7.512861846020476,0.061628963262331596,6.2094392895141155,1.3034225565063604,1.3096126162582422,1.1826297885121906,7.392069078026306,Q3b,200-499,200-499,1970s,D6,False,5.73104,5800.0,96
1784,Dark Cults,1983.0,140,147.0,1.4545,0.0,6.8253571428571425,7.009853512275977,0.10086406755403113,5.708159806440351,1.3016937058356257,1.302830542594788,1.1040001334297247,6.812159939870076,Q3b,100-199,100-199,1980s,D2,False,5.57601,10961.0,97
185380,"Exceed: Red Horizon – Satoshi, Mei Lien, Morathi, and Baelkhor",2016.0,118,126.0,2.2857,0.0,7.787033898305085,8.16846568283193,0.10986503342877853,6.876681082701811,1.2917846001301196,1.2866888567067516,1.0764491346097138,7.953130217311525,Q3b,100-199,100-199,2010s,D1,False,5.60559,9218.0,98
186567,Baseball Highlights: 2045 – Super Deluxe Edition,2015.0,513,531.0,2.125,0.0,7.844977251461988,8.15557440517576,0.05269165180716956,6.868480486693844,1.287093918481915,1.2790318176679492,1.1838182809398627,8.052298767633706,Q3b,500-999,500-999,2010s,D7,False,5.93004,,99
340216,Heredity: The Book of Swan,2023.0,176,725.0,2.55,0.0,8.389772727272726,8.627492692999917,0.08995890530530207,7.344300836436457,1.2831918565634606,1.2760067903030876,1.1068724021650684,8.451173238601525,Q3b,100-199,100-199,2020s,D3,False,6.03069,3043.0,100
